year,geo_name,geo,income
2014,"Census Tract 312.01","14000US06075031201",73779.0
2014,"Census Tract 312.02","14000US06075031202",71628.0
2014,"Census Tract 313.01","14000US06075031301",95352.0
2014,"Census Tract 313.02","14000US06075031302",65804.0
2014,"Census Tract 314","14000US06075031400",58644.0
2014,"Census Tract 326.01","14000US06075032601",90187.0
2014,"Census Tract 326.02","14000US06075032602",68607.0
2014,"Census Tract 327","14000US06075032700",88297.0
2014,"Census Tract 328.01","14000US06075032801",80766.0
2014,"Census Tract 328.02","14000US06075032802",74634.0
2014,"Census Tract 329.01","14000US06075032901",74769.0
2014,"Census Tract 329.02","14000US06075032902",89063.0
2014,"Census Tract 330","14000US06075033000",82694.0
2014,"Census Tract 331","14000US06075033100",112226.0
2014,"Census Tract 332.01","14000US06075033201",24338.0
2014,"Census Tract 332.03","14000US06075033203",63143.0
2014,"Census Tract 332.04","14000US06075033204",35724.0
2014,"Census Tract 351","14000US06075035100",91712.0
2014,"Census Tract 352.01","14000US06075035201",76059.0
2014,"Census Tract 352.02","14000US06075035202",72047.0
2014,"Census Tract 353","14000US06075035300",75799.0
2014,"Census Tract 354","14000US06075035400",83105.0
2014,"Census Tract 401","14000US06075040100",71172.0
2014,"Census Tract 402","14000US06075040200",80408.0
2014,"Census Tract 426.01","14000US06075042601",54353.0
2014,"Census Tract 426.02","14000US06075042602",81341.0
2014,"Census Tract 427","14000US06075042700",43587.0
2014,"Census Tract 428","14000US06075042800",152143.0
2014,"Census Tract 451","14000US06075045100",75216.0
2014,"Census Tract 452","14000US06075045200",71063.0
2014,"Census Tract 476","14000US06075047600",74091.0
2014,"Census Tract 477.01","14000US06075047701",72817.0
2014,"Census Tract 477.02","14000US06075047702",82986.0
2014,"Census Tract 478.01","14000US06075047801",85739.0
2014,"Census Tract 478.02","14000US06075047802",59458.0
2014,"Census Tract 479.01","14000US06075047901",66950.0
2014,"Census Tract 479.02","14000US06075047902",76208.0
2014,"Census Tract 601","14000US06075060100",146000.0
2014,"Census Tract 604","14000US06075060400",53077.0
2014,"Census Tract 605.02","14000US06075060502",24028.0
2014,"Census Tract 607","14000US06075060700",116920.0
2014,"Census Tract 610","14000US06075061000",103454.0
2014,"Census Tract 611","14000US06075061100",15546.0
2014,"Census Tract 612","14000US06075061200",48917.0
2014,"Census Tract 614","14000US06075061400",137610.0
2014,"Census Tract 615","14000US06075061500",126887.0
2014,"Census Tract 9802","14000US06075980200",77750.0
2014,"Census Tract 9803","14000US06075980300",104583.0
2014,"Census Tract 9804.01","14000US06075980401",None
2014,"Census Tract 9805.01","14000US06075980501",13983.0
2014,"Census Tract 9806","14000US06075980600",65313.0
2014,"Census Tract 9809","14000US06075980900",78281.0
2014,"Census Tract 9901","14000US06075990100",None
